Media,Headline,Media Caption,Display Date,Text,Group
https://s3.amazonaws.com/pastperfectonline/images/museum_74/029/1998143065.jpg,Seal,1998.143.065,,"A beige coloured, wax seal with the British Coat of Arms on one side and an anchor on the other. The writing is faded and illegible and there is a material loop at the top attached within the wax.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/029/1998143069.jpg,Seal,1998.143.069,,"From the Ball Family Collection. A beige coloured, wax seal with the British Coat of Arms on one side and an anchor on the other. The writing is faded and illegible and there is a material loop at the top attached within the wax.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/063/1998145.jpg,Canister,1998.145,,"Rectangular tin tea canister, red and gold paint with black outlining the lettering. Lid and bottom are unpainted, the lid is hinged to the box. ""Imperial Blend Indian and Ceylon Tea Direct Importers Imperial Blend Tea Co. Hamilton Brantford, Woodstock, London."" This canister formerly belonged to the Hiscott family.",CanisterTeaImperialIndian BlendHiscott Family
https://s3.amazonaws.com/pastperfectonline/images/museum_74/057/199814701.jpg,Apron,1998.147.01,1920 C.,"A silk apron with white lace edges. The apron has been decorated with embroidered green silk to create a leaf pattern. Small blue silk flowers, yellow silk flowers and three large red silk roses decorate the upper and lower sections of the apron. There is a thin silk tie attached at the waist of the apron. The apron does not have shoulder or neck straps, and is dated to 1920.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/057/199814702.jpg,Apron,1998.147.02,1920 C.,A silk apron with white lace edges. The apron has been decorated with embroidered green silk to create a leaf pattern. Lavender roses made from purple folded silk are attached to the leaves. Just below the center of the apron is a pink bow. The apron has a one inch wide tie for the waist but no shoulder or neck straps. The apron is dated to 1920.,
https://s3.amazonaws.com/pastperfectonline/images/museum_74/086/1998150001.jpg,Print,1998.150.001,1871-OCT.07,"Two pages from the Canadian Illustrated News dated 1871 shows a family house and the second a large group outside all dressed in soft pastel dresses of historic interest. This coloured print features ""Our Western Home"" building that housed orphan children and features an image of children gathered on the front veranda. From 1869-1939 various workhomes, settlers, and orphanages & child care organizations in Britain immigrated over 100,000 orphans and abandoned children ages 1 - 18 to Canada. Maria Rye opened a home for girls in Niagara-on-the-Lake on what is now called Rye Street.",Canadian Illustrated News Our Western HomeHome Children Orphanage
https://s3.amazonaws.com/pastperfectonline/images/museum_74/055/19985002.jpg,Print,1998.150.002,1875-MAY.01,"A page from Canadian Illustrated News, dated May 1, 1875.  Rather serious prints of seven Rye Girls, each in her own little single view, and charmingly coloured clothing.  Two little side sketches of two girls with mother or teacher, plus an elegantly dress lady in a dress speaking to two weeping and begging children.",Canadian Illustrated NewsOur Western HomeHome ChildrenOrphansRye Home
https://s3.amazonaws.com/pastperfectonline/images/museum_74/055/19985003.jpg,Print,1998.150.003,1870,"Coloured print showing a group of orphaned children in a swan-shaped little boat accompanied by a large white angel and greeted on the shore by cheering crowds and gentleman in the water extending a welcoming hand to the joyful children in the boat. Dated 1870, this print shows Rye orphans arriving from England.",Western HomeOrphanageRye Home
https://s3.amazonaws.com/pastperfectonline/images/museum_74/056/1999011-3.jpg,Print,1999.011,1805,"""A View of Fort George, Upper Canada, from old Fort Niagara"". An aquatint, coloured by hand, bookplate from Volume 10, No. 58 of R. Ackermann's Repository of Arts, October 1813. Based on a painting by Edward Walsh (1766-1832).Ackermann's Repository of Arts was an illustrated British periodical published from 1809-1829 by Rudolph Ackermann. In covered art, literature, commerce, manufacturers, fashion and politics. In its day it had a great influence on English tastes in the arts.",Fort GeorgeRepository of Arts
https://s3.amazonaws.com/pastperfectonline/images/museum_74/043/20009100.jpg,Badge,20009.100,1914-1919,"Badge for the 69th Canadian Overseas Battalion from the Great War. The banner bears the motto: ""Quo Fas Et Gloria Ducunt"".",The Great WarFirst World WarWWI 69th Canadian Overseas Battalion
https://s3.amazonaws.com/pastperfectonline/images/museum_74/001/2001225.jpg,Stencil,2001.225,,"This is a copper stencil was used by Brainerd Pearson & Company to stencil their name on the railway cars they constructed. Alexander Hamilton Brainerd and his brother George Washington Brainard were involved in the original partnership that formed the Niagara Car Works in Niagara (Niagara-on-the-Lake). The Niagara Car Works was a customer of the Erie and Ontario Railway during the mid-1800s and were located on Niagara Harbour and Dock Company land. Samuel Zimmerman encouraged them to set up the business there, even going as far as leasing the building to ""Messrs. A.H. Brainerd, C.O. Pierson & R.G. Benedict"".  Alexander Brainerd managed the railway car manufacturing operation until he his retirement in early 1856 and the company is believed to have continued making cars until 1861. This item made its way into the collection during the early years of our organization's history. It is #2546 in the 1911 Catalogue of the Collection.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/037/2001455.jpg,Badge:Cap,2001.455,Post 1918,"A cap badge with a wreath of laurel leaves surmounted with the King’s crown. The bottom is inscribed with ""Canada"" and there is what appears similar to a Matilda tank in the centre.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/037/2001456.jpg,Badge:Cap,2001.456,Pre 1901,"This silver plated maple leaf badge with the number '2' in the centre topped with a crown is an insignia of the Queens Own Rifles of Canada. The badge features latin text on the bottom ""In Pace Paratus"".This storied regiment has trained intermittently at Niagara Camp since the 1860s, including between the two world wars as well as during WWII.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/037/2001457.jpg,Badge:Cap,2001.457,,"This brass cap badge features a field gun in the background and a circular garter in the centre inscribed ""Overseas Field Battery"" and ""69"". Topping the garter is an isncription that reads ""Canada"" which is surmounted by the King's Crown. Below is a scrolling inscription in latin which reads ""Quo Fas Et Gloria Ducunt"".",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/037/2001458.jpg,Badge:Cap,2001.458,,"A General List WWI Canadian Cap Badge. This cap badge features a King's crown placed in front of a maple leaf with ""Canada"" written below.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/037/2001459.jpg,Badge:Cap,2001.459,,"This is a brass badge that has ""C.F.A."" (Canadian Field Artillery). The two lugs are present on the reverse along with ""Scully, Montreal"". The badge has been slightly deformed.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/037/2001460.jpg,Badge:Cap,2001.460,,"The badge is for the 37th Haldimand Rifles and features a maltese cross background surmounted with the King's Crown and a circular garter inscribed ""Haldimand"" with ""37"" inscribed in the middle.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/037/2001461.jpg,Badge:Cap,2001.461,,"This is the cap badge for The Royal Canadian Regiment. An eight-pointed diamond cut star; upon the star a raised circle surmounted by the crown; within the raised circle, the block letters ""VRI"", the Imperial Cypher of Queen Victoria. The letters VRI on the cap badge of The Royal Canadian Regiment stand for ""Victoria Regina Imperatrix"", which is Latin for ""Victoria, Queen and Empress"".",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/037/2001462.jpg,Badge:Cap,2001.462,,"The background of this badge features a sunburst with the King's crown in the centre, at the base two scrolls on top of one another are inscribed with the words AUSTRALIAN COMMONWEALTH and MILITARY FORCES.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/037/2001463.jpg,Badge:Cap,2001.463,,"This cap badge features a wreath of maple leaves surmounted with the King's crown, in the centre is a snake wrapped around a staff, a scroll at the base is inscribed CANADIAN MEDICAL CORPS.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/037/2001464.jpg,Badge:Cap,2001.464,,This brass cap badge features the word Canada.,
https://s3.amazonaws.com/pastperfectonline/images/museum_74/027/2001465.jpg,Currency,2001.465,01/2/1937,"Five dollar bank note from the Bank of Canada, Serial No. 5148576. Features portrait of King George VI.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/027/2001466.jpg,Currency,2001.466,01/2/1937,One dollar bank note from the Bank of Canada. Serial No. 1033188. Features portrait of King George VI.,
https://s3.amazonaws.com/pastperfectonline/images/museum_74/027/2001467.jpg,Currency,2001.467,01/2/1937,One dollar bank note from the Bank of Canada.,
https://s3.amazonaws.com/pastperfectonline/images/museum_74/027/2001468.jpg,Currency,2001.468,01/2/1937,One dollar bank note from the Bank of Canada. Features portrait of King George VI.,
https://s3.amazonaws.com/pastperfectonline/images/museum_74/037/2001475.jpg,Badge:Cap,2001.475,,"The background of this badge features a sunburst with the King's crown in the centre, at the base two scrolls on top of one another are inscribed with the words AUSTRALIAN COMMONWEALTH and MILITARY FORCES.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/037/2001476.jpg,Hackle,2001.476,,This military hackle features a red fibrous brush attached to the handle by dark black thread. The handle is two lengths of metal wire bent over itself. It has been suggested that the Hackle is made of plastic and dyed red.,
https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/2001477.jpg,Print,2001.477,,"A portrait of Miss Janet Carnochan , in her elderly years wearing redish overcoat, white blouse with a pink rose pendant/portrait. Print bears a signature in its lower right hand corner: ""Peggy C. Muis""? Print is 39.7cm. x 49.5cm.  Provenance Howard Schwertzer, U.C. Hotels.",PortraitPrintJanet Carnochan Peggy C. Muis? Howard SchwertzerU.C. Hotels.
https://s3.amazonaws.com/pastperfectonline/images/museum_74/046/2001506.jpg,Platter,2001.506,1870,"A pressed glass platter with embossed picture of Niagara Falls, showing Hennepin Tower, a rower, and people walking. The platter was made by Adams Co.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/034/2002003001.jpg,Trophy,2002.003.001,1927,"This trophy was won by Mary Sheppard (married name Davies), who was named the ""Champion Pupil"" at the 1927 Niagara Township Rural School Fair. Mary attended SS #4 - a school in Queenston. The trophy was presented by T. Eaton Company, more popularly known as Eaton's, once the largest department store chain in Canada and now the name of the Cadillac Eaton Centre in Toronto. The trophy is silver, but tarnished, as it was found in a landfill in Dorset. The engraving inside the cup reads ""STANDARD'S CO. INTERNATIONAL S. CO. 1/156"", and has embossed images of two oxes pulling a plow with a farmer and the crest of Ontario on either side. The trophy stands 18.3 cm tall and 7.3 cm wide.",QueenstonTrophyAwardsEaton'sEducationT. Eaton CompanyNiagara Township Rural School Fair
https://s3.amazonaws.com/pastperfectonline/images/museum_74/043/2002006002.jpg,"Cornhusker, Hand",2002.006.002,,"This corn husker strips the kernels off the cob. It would have been mounted to something to give the operator two hands to work with. This hopper in particular is named the ""Little Giant"". It was found on the Voege Family Farm, along the Niagara Parkway.",Voege Family FarmCorn Husker
https://s3.amazonaws.com/pastperfectonline/images/museum_74/034/200201601(a_b).jpg,Teapot,2002.016.01(A&B),1900 C,"Souvenir teapot with an image of the Queen's Royal Hotel. Opening in 1869, the Queen's Royal Hotel, initially called the Royal Niagara, was built with money received from the County after the relocation of the Courthouse to St. Catharines.  The first-class hotel, run initially by a former steamboat Captain, became the destination of choice for those who wanted to escape the confines of the city and enjoy a peaceful time by the lake.  It had recreational activities, a beach, small cottages, breezy verandahs with rocking chairs and a peaceful waterfront park within which to stroll. The advancement of roads and cars and the beginning of the Depression era led to the demise of the Hotel in 1927. After several furnishings were auctioned off the building was demolished in 1930.  Title to the grounds was passed to the municipality when the hotel could no longer pay its taxes. A portion of the property, which is known as Queen's Royal Park, is still owned by the municipality.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/034/200201603.jpg,"Pitcher, Cream",2002.016.03,1900 C,"Souvenir cream jug with an image of the Queen's Royal Hotel. Opening in 1869, the Queen's Royal Hotel, initially called the Royal Niagara, was built with money received from the County after the relocation of the Courthouse to St. Catharines.  The first-class hotel, run initially by a former steamboat Captain, became the destination of choice for those who wanted to escape the confines of the city and enjoy a peaceful time by the lake.  It had recreational activities, a beach, small cottages, breezy verandahs with rocking chairs and a peaceful waterfront park within which to stroll. The advancement of roads and cars and the beginning of the Depression era led to the demise of the Hotel in 1927. After several furnishings were auctioned off the building was demolished in 1930.  Title to the grounds was passed to the municipality when the hotel could no longer pay its taxes. A portion of the property, which is known as Queen's Royal Park, is still owned by the municipality.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/043/2002033001.jpg,Brick,2002.033.001,circa 1794,"This is a brick from under the pulpit of St. Andrew's Presbyterian Church when the flooring was taken up. It is believed to have belonged to the church that existed in 1794. St. Andrews' first building was burned in the summer of 1813 while the American troops occupied the Town of Niagara (Niagara-on-the-Lake). The whole town was burnt later, in December of 1813.",St. Andrew's Presbyterian ChurchAmerican occupation 1813War of 1812
https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/2002043001-3.jpg,"Buckle, Belt",2002.043.001,,This is a brass belt buckle that was found in the town of Niagara. It is believed to have belonged to a member of the British light infantry or regular troops because of the lion's head decoration. 1800-1820,
https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/2002045001.jpg,Sofa,2002.045.001,1836-1837,"An Empire style sofa made in Niagara-on-the-Lake by Alexander Swinton (son of John Swinton) in 1837. This was part of what was supposed to be his present to his wife for their wedding.  Items for the present include: a sofa (2002.045.001), a bed (970.626) and a chair (2005.012.001)",SofaFurniture
https://s3.amazonaws.com/pastperfectonline/images/museum_74/043/2002046001.jpg,Pin,2002.046.001,,"Lapel pin commemorating 200 years of St. Andrews Church. White enamel border with blue enamel centrefield.  Border reads ""St. Andrews Presbyterian Church, Niagara-on-the-Lake""  Centre Field shows front view of the Church with the dates 1794 - 1994. The reverse is marked with an, ""AT"".",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/2002053003-3.jpg,Plate,2002.053.003,,"This plate is believed to have been used between 1796 and 1828 for a Heavy Cavalry Officers' waist belt. It is gilt with a silver crest that has ""GR"" in the centre, with a Hanoverian crown on top, and the banner ""Dieu et mon droit"" at the bottom, which is the motto of the British monarch.",MilitaryWar of 1812
https://s3.amazonaws.com/pastperfectonline/images/museum_74/030/2002062017.jpg,Plume,2002.062.017,1812,"This plume with red and white feathers and a wooden base would have been placed on a soldier's shako. It is believed to have belonged to William Smith who was in the 1st Lincoln Regiment during the War of 1812. The white and red plume was usually worn by a soldier in a battalion, while green was for light infantry and white for grenadiers.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/037/2002062018(a_b).jpg,Button:Military,2002.062.018(A&B),1812,"This is a brass button from the 89th or the 98th regiment with a note stating that it was given to William L. Smith during his visit to the Lundy’s Lane cemetery.  The handwritten and signed note says: ""When I was about 10 years old my Father took me to Lundy's Lane to show me where my Great Grand Father and Mother was buried.  The day before they ran across a trench with the remains of 11 soldiers and a resident there gave my father this button and 1812 cent that had been in the trench all these years.  Wm. L. Smith.""",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/043/2003004001.jpg,"Planter, Hand",2003.004.001,,"A corn seeder named ""The Triumph"" which is stamped on the seeder along with ""A.C.Kent, Janesville"" The rest of the text is indecipherable. Two handles on the top would be pulled apart to release seed which would fall down the trough and land in a hole created by the tool. Metal Seed box is corroded,as is the tip.",Corn seeder A.C. KentAgricultureFarmingSeeds
https://s3.amazonaws.com/pastperfectonline/images/museum_74/046/2003007007.jpg,Plaque,2003.007.007,1835,"This wooden plaque, from the Servos Collection, is likely a mock up of the Richardson Family Tablet. The plaque has been painted grey with black print, split down centre and repaired with glue. The plaque reads, ""Sacred to the memory ofRalph ClenchDied 19th Jan 1828 aged 66 yearsEliza Ewretta RichardsonYoungest daughter of Ralph Clench Esq. & Elizabeth & Wife of Charles Richardson Esq.Departed this life Sep 28, 1833 in the 25th year of her ageEliza Magdelene RichardsonInfant daughter of Charles & Eliza Ewretta RichardsonBorn 1st May, Died 4th June 1828JaneWife of Robert Rist, Late, Capt in the 37th Regt& Eldest Sister of Charles RichardsonDied Oct, 31st 1831This Tablet was erected as a Family Monument byCharles Richardson Esq.A.D. 1835""",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/053/2003009001.jpg,Uniform,2003.009.001,1955-1960,"Yellow, red, and blue stripes decorate this ""Niagara Merchants"" uniform. The chest has the logo of the team and the reverse a number ""5"". Worn by Dan McCarthy while on the team in late 1950's or early 1960's .""Merchants"" was chosen as a sponsors were gathered from all the stores in town.",HockeySportsRecreation
https://s3.amazonaws.com/pastperfectonline/images/museum_74/057/2003010001-11.jpg,Painting,2003.010.001,1940-1960,"""Rural Matinee"" painting by John D. Shawe of the Brock Theater on Queen Street in Niagara-on-the-Lake. John D. Shawe was born in 1885 in Edinburgh. In 1900 he began 3 years in art school. After art school he went to sea for 10 years arriving in Canada prior to the outbreak of World War I. He was wounded at Ypres, and remained in the army until he retired at the rank of Captain in 1945. Shawe spent his retirement years in Niagara-on-the-Lake living near St. Mark's Anglican Church.The original theater was built in 1915 as a vaudeville house to entertain troops training at Niagara Camp during WWI. The theater was a movie house until it was purchased in 1980 by the Shaw Festival,. Through the generosity of Walter Carson the inside of the theater was restored back into a little opera house.",Brock TheaterRoyal George TheaterShaw Festival
https://s3.amazonaws.com/pastperfectonline/images/museum_74/053/2003011005(ac).jpg,Uniform,2003.011.005(A-C),1923,The Niagara Fruit Growers Band Uniform of S. Stirling. A grey wool uniform with black cording and dark green trim. Two brass pins on the neck of lyres. Hat has gold cording with two brass buttons and a leather peak.,
https://s3.amazonaws.com/pastperfectonline/images/museum_74/053/2003011006(ac).jpg,Uniform,2003.011.006(A-C),1940s,A Niagara Fruit Growers Band Uniform of Morden Crysler. The jacket is made of dark blue wool with red trim and hosts eleven buttons on the front. A poppy pin is attached to jacket's left collar. The hat has gold cording attached by two brass buttons with a lyre on it. Firth Bros Limited tailored the jacket and Hamilton Uniform Co. made the hat.,
https://s3.amazonaws.com/pastperfectonline/images/museum_74/046/2003014001.jpg,Hatbox,2003.014.001,,"A tin hatbox of Sheriff T.C. Dawson of Lincoln, Ontario. The hat box is painted with original black, has a thin handle, metal clasp, and two brass plaques mounted on the front. The first plate is inscribed, ""T.C. Dawson, Sheriff of Lincoln, Ontario, Canada"" and the second, ""Hobson & Sons, Military Outfitters, 1.3 & 5, Lexington Street, Golden Square London, W.""Sheriff Dawson: Died in May 14, 1915. Held office at time. Married. Two daughters, Kathleen and Frances. Member of St. Catharines Roman Catholic Church, Mr. Dawson was a trustee of the Collegiate Institute Board. The St. Catharines Evening Journal of June 3, 1915 has a report of his passing, ""He was born in County Carcan, Ireland, 72 years ago. Came to Canada in 1853, going to his uncle the Rev. Father O'Reilly, parish priest. He came to St. Catharines soon afterward and worked for P.B. Owen's dry goods store and finally started his own dry goods business for himself, where the James J. Tait store is now. In 1868 he married Catharine, daughter of H.C. McKeown. He was a captain in the 19th Regiment, holding the position of paymaster.""",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/053/2003017002.jpg,Hat,2003.017.002,1920-1950,"A straw hat that was purchased by the donor at Mulholland's store on one of the last days it was open. Mulhollands was located on Queen Street, Niagara-on-the-Lake. The straw hat has a pink, black and white ribbon on the base of it. The inside is stamped with a ""Suncraft AAA Character Straws"" logo and has a size ""7"" tag.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/029/2003022002.jpg,Jacket,2003.022.002,1857-1863,"Appears to be a 1857 full dress pattern officer's jacket that was prescibed for Canadian militia from 1857- 1863, at which time the the cuff design was changed to the ""Austrian knot."" decoration.  The crimson cord shoulder strap is more common for the later 1863 pattern coat.  Buttons for the coat would have been of the standard pattern, with a beaver surrounded with a ""Canadian Militia"" riband and an oak wreath in silver.  Buttons missing.  8 button holes on front of jacket, 3 buttons on sleeves (missing) Red wool jacket with white cotton and brown leather on inside of jacket.  Black collar and sleeves.  One epaulette remaining which is maroon roping.  Silver trim.",Fenian Raid
https://s3.amazonaws.com/pastperfectonline/images/museum_74/034/2003022004(a_b).jpg,Candlesnuffer,2003.022.004(A&B),,A candlesnuffer and tray made from brass. The descendants of Gilbert Field owned this set.,
https://s3.amazonaws.com/pastperfectonline/images/museum_74/028/2003022005(ac).jpg,Knife,2003.022.005(A-C),,"Three knives with bone handles that formerly belonged to the Gilbert Field family. Steel is marked ""S. Scarle & Co., Sheffield"".",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/028/2003022006(ac).jpg,Fork,2003.022.006(A-C),,"This set of three-pronged forks belonged to the family of Gilbert Field. They are marked ""Steel"" and have bone handles.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/028/2003024001.jpg,Currency,2003.024.001,May 1841,Three dollar bill from the Niagara Suspension Bridge Bank. Features images of Queenston.,
